active_cells,active_edges,average_path_length,longest_path,average_branching_factor,average_merge_factor
21,60,4.0,7,4.142857142857143,3.0526315789473686
27,106,3.111111111111111,6,5.294117647058823,3.9130434782608696
18,27,3.9444444444444446,6,4.166666666666667,1.5625
23,61,4.217391304347826,8,4.25,2.4285714285714284
29,102,3.2413793103448274,5,6.928571428571429,3.88
19,28,4.052631578947368,6,4.333333333333333,1.5294117647058822
22,60,2.8181818181818183,6,4.875,2.6
27,98,4.148148148148148,7,5.222222222222222,3.9166666666666665
27,99,3.962962962962963,7,5.333333333333333,4.0
19,48,2.5789473684210527,5,3.5833333333333335,2.8666666666666667
27,94,3.7037037037037037,7,4.733333333333333,3.0869565217391304
19,28,4.052631578947368,6,4.333333333333333,1.5294117647058822
26,127,3.8076923076923075,7,5.9,5.363636363636363
32,171,4.375,8,6.833333333333333,5.857142857142857
